ID,genomeSize,genome
34367230,30,111011010111110111011111010111
34367231,30,100010110010110111111011001111
34367235,30,100010110010110111111011001111
34367837,30,000010110000110111111111001111
34368425,30,100010110010110111111011001111
34368427,30,111011010111110111011111010111
34369042,30,100010110010110111111011001111
34369044,30,100010110010110111111011001111
34370311,30,111011010111110111011111010111
34370312,30,100010110110010111111111001111
34370314,30,111011010111110111011111010111
34370881,30,111011010111110111011111010111
34370882,30,000010110000110111111111001111
34371503,30,100010110010110111111011001111
34371506,30,100010110010110111111011001111
34372055,30,100010110010110111111011001111
34372056,30,100010110010110111111011001111
34372058,30,111011010111110111011111010111
34372060,30,100010110010110111111011001111
34372062,30,111011010111110111011111010111
34372605,30,100010110010110111111011001111
34372606,30,100010110110010111111111001111
34373138,30,100010110010110111111011001111
34373139,30,100010110010110111111011001111
34373140,30,101011000111110110011111010111
34373142,30,100010110010110111111011001111
34373145,30,111011010111110111011111010111
34373146,30,111011010111110111011111010111
34373881,30,000010110000110111111111001111
34373882,30,100010110010110111111011001111
34373884,30,100010110010110111111011001111
34374374,30,100010110010110111111011001111
34374375,30,100010110010110111111011001111
34374919,30,100010110110010111111111001111
34374920,30,101011000111110110011111010111
34374921,30,000010110000110111111111001111
34374923,30,111011010111110111011111010111
34374924,30,111011010111110111011111010111
34374925,30,100010110010110111111011001111
34374926,30,100010110010110111111011001111
34375473,30,100010110010110111111011001111
34375474,30,101011000111010110011111010111
34375475,30,100010110010110111111011001111
34375476,30,100010110010110111111011001111
34375477,30,100010110010110111111011001111
34375478,30,000010110000110111111111001111
34375479,30,100010110010110111111011001111
34375480,30,111011010111110111011111010111
34375481,30,000010110000110111111111001111
34375482,30,111011010111110111011111010111
34376120,30,000010110000110111111111001111
34376123,30,100010110010110111111011001111
34376124,30,111011010111110111011111010111
34376125,30,100010110010110111111011001111
34376707,30,111011010111110111011111010111
34376708,30,100010110010010111111111001111
34376709,30,100000110010110111011011001111
34376710,30,100010110010110111111011001111
34376711,30,101011000111110110011111010111
34376712,30,101011000111110110011111010111
34377305,30,100010110010110111111011001111
34377306,30,100010110110010111111111001111
34377307,30,100010110010110111111011001111
34377308,30,111011010111110111011111010111
34377309,30,100010110010110111111011001111
34377310,30,111011010111110111011111010111
34377840,30,111011010111110111011111010111
34377841,30,111011010111110111011111010111
34377842,30,000010110000110111111111001111
34377843,30,100010110110010111111111001111
34377844,30,100010110110010111111111001111
34377845,30,111011010111110111011111010111
34377846,30,111011010111110111011111010111
34377847,30,000010110000110111111111001111
34377848,30,111011010110110111011111010111
34377849,30,100010110010110111111011001111
34377850,30,100010110010110111111011001111
34377851,30,111011010111110111011111010111
34378525,30,101011000111110110011111010111
34378526,30,111011010111110111011111010111
34378527,30,100010110110010111111111001111
34378528,30,101011000111110110011111010111
34378529,30,101011000111110110011111010111
34378530,30,111011010111110111011111010111
34378531,30,111011010111110111011111010111
34378532,30,100010110010110111111011001111
34378533,30,000010110000110111111111001111
34379241,30,100010110010110111111011001111
34379242,30,100010110110010111111111001111
34379243,30,111011010111110111011111010111
34379244,30,100010110110010111111111001111
34379245,30,100010110010110111111011001111
34379880,30,000010110000110111111111001111
34379881,30,000010110000110111111111001111
34379882,30,111011010111110111011111010111
34379883,30,100010110010110111111011001111
34379884,30,000010110000110111111111001111
34380472,30,101011000111110110011111010111
34380473,30,100010110010110111111011001111
34380474,30,100010110110010111111111001111
34380475,30,101011000111110110011111010111
34380476,30,100010110010110111111011001111
34381002,30,000010110000110111111111001111
34381003,30,100010110110010111111111001111
34381004,30,100010110010110111111011001111
34381005,30,100010110010110111111011001111
34381006,30,100010110010110111111011001111
34381007,30,111011010111110111011111010111
34381008,30,100010110010110111111011001111
34381505,30,100010110010110111111011001111
34381506,30,100010110010110111111011001111
34381507,30,111011010111110111011111010111
34381508,30,000010110000110111111111001111
34381509,30,100010110010110111111011001111
34381510,30,111011010111110111011111010111
34381511,30,000010110000110111111111001111
34381512,30,100010110010110111111011001111
34382145,30,100010110010110111111011001111
34382146,30,111011010111110111011111010111
34382147,30,100010110010110111111011001111
34382148,30,100010110010110111111011001111
34382149,30,100010110110010111111111001111
34382150,30,100010110010110111111011001111
34382667,30,101011000111010110011111010111
34382668,30,100010110010110111111011001111
34382669,30,100010110010110111111011001111
34382670,30,100010110010110111111011001111
34382671,30,000010110000110111111111001111
34382672,30,100010110010110111111011001111
34382673,30,100010110010110111111011001111
34382674,30,100010110010110111111011001111
34382675,30,100010110010110111111011001111
34382676,30,000010110000110111111111001111
34382677,30,111011010111110111011111010111
34382678,30,100010110010110111111011001111
34383422,30,100010110010110111111011001111
34383423,30,100010110010110111111011001111
34383424,30,100010110010110111111011001111
34383425,30,000010110000110111111111001111
34383426,30,111011010111110111011111010111
34384032,30,101011000111110110011111010111
34384033,30,101011000111010110011111010111
34384034,30,100010110010110111111011001111
34384035,30,100010110010110111111011001111
34384036,30,111011010111110111011111010111
34384037,30,100010110010010111111111001111
34384038,30,111011010111110111011111010111
34384039,30,000010110000110111111111001111
34384681,30,100010110010110111111011001111
34384682,30,100010110010110111111011001111
34384683,30,100010110010110111111011001111
34384684,30,000010110000110111111111001111
34384685,30,101011000111110110011111010111
34384686,30,100010110010110111111011001111
34384687,30,111011010111110111011111010111
34384688,30,111011010111110111011111010111
34384689,30,111011010111110111011111010111
34384690,30,100010110010110111111011001111

