ID,genomeSize,genome
83143963,30,101001111101000001000000001111
83143964,30,101001111101000001100000001111
83143966,30,100001011001100001100000001010
83143972,30,100001011001100001100000001010
83143978,30,101001111101000001100000001111
83145611,30,001001001010010111100001000111
83145616,30,101011101001000001100000000111
83147201,30,100001011001100001100000011010
83147204,30,101001111101000001100000001111
83147205,30,101001111101000001100000001111
83147207,30,101001111101000001000000001111
83147212,30,101001111101000001100000001111
83147214,30,101011101001000001100000001011
83148885,30,100001011001100001100000001010
83148886,30,101001111101000001000000001111
83148893,30,101010111101000001100000001111
83148895,30,001000001010010111100001000111
83148897,30,100001011001100001100000001010
83148898,30,101001111101000001100000000111
83150379,30,101001111101000001100000000111
83150380,30,101011101001000001100000001011
83150381,30,001000000010010101101001100111
83150382,30,101011101001000001100000001011
83150384,30,001000001010010111100001000111
83150390,30,101001111101000001100000001111
83151793,30,100001011001100001100000001010
83151794,30,001000001010010110100001000111
83151797,30,101001111101000001100000001111
83151800,30,100001011001100001100000001010
83153179,30,101001111101000001100000001111
83153181,30,101011101001000001100000001011
83153184,30,101011101001000001100000011011
83153186,30,001000000010010101101001100111
83153187,30,001000001010010111100001000111
83153190,30,001000001010010111100001000111
83153193,30,101010111101000001100000001111
83153196,30,001000001010010101100001000111
83153197,30,001000001010010111100001000111
83153198,30,100001011001100001100000001010
83153199,30,101001111101000001000000001111
83153200,30,001000001010010111100001000111
83154826,30,001000001010010111100001000111
83154827,30,101001111101000001100000000111
83154828,30,101001111101000001100010000111
83154829,30,101001111101000001100000001111
83154832,30,101001111101000001100000001111
83154834,30,100001011001100001100000001010
83154836,30,001000001010010111100001000111
83154841,30,101011101001000001100000000111
83156426,30,100001111101010001100000001111
83156430,30,001000001010010110100001000111
83156433,30,001000001010010101100001000111
83156435,30,100001011001100001100000001010
83156436,30,101011101001000001100000011011
83156437,30,100001011001100001100000011010
83156445,30,100001011001100001100000001010
83156447,30,101011101001000001100000001011
83156448,30,100001011001100001100000011010
83158317,30,100001111101010001100000001111
83158321,30,101001111101000001000000001111
83158323,30,101011101001000001100000001011
83158327,30,001000001010010111100001000111
83158328,30,101011101001000001100000000111
83158329,30,100001011001100001100000001010
83158331,30,101001111101000001100000001111
83158332,30,001000000010010101101001100111
83158333,30,100001011001100001100000001010
83158334,30,001000001010010111100001000111
83158336,30,101001111101000001100000001111
83158337,30,100001011001100101100000001010
83158338,30,001000001010010111100001000111
83160000,30,001000001010010111100001000111
83160001,30,101001111101000001100000001111
83160002,30,101001111101000001000000001111
83160003,30,101001111101000001000000001111
83160004,30,100001011001100001100000011010
83160005,30,101001111101000001100000001111
83160007,30,100001011001100001100000001010
83160008,30,101001111101000001100000001111
83160010,30,101011101001000001100000011011
83160012,30,101001111101000001000000001111
83160013,30,001000101010010111100001000111
83160015,30,001000001010010111100001000111
83161786,30,100001011001100001100000001010
83161788,30,101001111101000001100000000110
83161789,30,001000001010010111100001000111
83161790,30,101001111101000001000000001111
83161791,30,001000001010010110100001000111
83161792,30,100001011001100001100000001010
83161794,30,100001011001100001100000001010
83161796,30,001000001010010111100001000111
83161798,30,001000001010010101100001000111
83161799,30,101001111101000001100000000111
83161800,30,101001111101010001100000001111
83161801,30,101011101001000001100000001011
83163416,30,001000001010010111100001000111
83163417,30,101001111101000001100000001111
83163419,30,101011111001000001100000001011
83163420,30,001000101010010111100001000111
83163421,30,001000001010010101100001000111
83163422,30,100001011001100001100000001010
83163423,30,101001111101000001100000001111
83163424,30,001000001010010110100001000111
83163425,30,001000001010010110100001000111
83163427,30,101011111101010001100000001111
83163428,30,100001011001100001100000001010
83163429,30,101010111101000001100000001111
83163430,30,101011111001000001100000001011
83163432,30,101011101001000001100000000111
83164964,30,101011101001000001100000001011
83164966,30,101001111101010001100000001111
83164968,30,101001111101000001100000001111
83164969,30,100001011001100001100000001010
83164970,30,001000001010010110100001000111
83164972,30,101001111101000001100000011111
83164973,30,101001111101000001000000001111
83164974,30,101001111101000001100000001111
83164975,30,100001011001100001100000001010
83164976,30,101011101001000001100000000111
83164977,30,101001111101000001100000000111
83164978,30,101001111101010001100000001111
83164979,30,001000001010010111100001000111
83166525,30,101001111101000001100000001111
83166526,30,101001111101000001100000001111
83166527,30,101001111101000001000000001111
83166528,30,100001011001100001100000001010
83166529,30,101001111101000001100000001111
83166530,30,101001111101000001100000001111
83166531,30,100001011001100001100000001010
83166533,30,001000001010010110100001000111
83166534,30,001000000010010100101001100111
83166535,30,100001011001100001100000001010
83166536,30,001001001010010111100001000111
83166537,30,001000001010010110100001000111
83166538,30,001000000010010101101001100111
83166539,30,001000000010010101101001100111
83168118,30,101011101001000001100000000111
83168119,30,001000001010010110100001000111
83168121,30,101001111101000001100000001111
83168122,30,001000001010010111100001000111
83168123,30,101001111101000001100000001111
83168124,30,101011101001000001100000000111
83168125,30,100001011001100001100000011010
83168126,30,100001011001100001100000001010
83168127,30,101001111101010001100000001111
83168128,30,001000001010010111100001000111
83168129,30,100001011001100101100000001010
83168130,30,101001111101000001100000001111
83168131,30,100001011001100001100000011010
83168132,30,101001111101000001100000001111
83168133,30,001000001010010111100011000111
83168134,30,101001111101000001100000001111
83168135,30,101001111101000001100000001111
83169643,30,111001111101000001100000001111
83169644,30,001000000010010101101001100111
83169645,30,001000000010010101101001100111
83169646,30,100001011001100001100000011010
83169647,30,100001011001100001100000011010
83169648,30,101011101001000001100000000111
83169649,30,100001011001100001000000011010
83169650,30,100001011001100001100000001010
83169651,30,100001011001100001100000011000
83169652,30,101001111101000001100000001111
83169653,30,101001111101000001000000001111
83169655,30,100001011001100001100000001010
83169656,30,101001111101010001100000001111
83169657,30,101001111101000001100000001111
83169658,30,001000000010010101101001100111
83169659,30,001000001010010111100001000111
83169660,30,001000001010010101100001000111
83169661,30,001000001010010111100001000111
83169662,30,100001011001100001100000011010
83171432,30,001000000010010101101001100111
83171433,30,101001111101000001100000001111
83171434,30,001000000010010101101001100111
83171435,30,101001111101000001100000001110
83171436,30,101011101001000001100000000111
83171437,30,101001111101000001100000000111
83171438,30,101001111101000001100000001111
83171439,30,001000001010010101100001000111
83171440,30,101001111101000001000000001111
83171441,30,101001111101000001100000000111
83171442,30,101010111101000001100000001111
83171443,30,001000001010010111100001000111
83171444,30,001000001010010110100001000111
83171445,30,101001111101000001100000001111
83171446,30,001000001010010111100001000111
83171447,30,100001111101010001100000001111
83171448,30,100001011001100001100000001010
83171449,30,001000001010010111100001000111
83171450,30,100001011001100001100000011010
83171451,30,101001111101000001100000001111
83173122,30,001000001010010110100001000111
83173123,30,101001111101000001100000001111
83173124,30,101011101001000001100000000111
83173125,30,101001111101000001100000001111
83173126,30,100001011001100001100000011010
83173127,30,101011101001000001100000001011
83173128,30,101011101001000001100000001011
83173129,30,101011101001000001100000001011
83173130,30,101001111101000001100000000111
83173131,30,101001111101010001100000001111
83173132,30,100001011001100001100000001010
83173133,30,101001111101000001100000000111
83173134,30,101001111101000001100000001111
83173135,30,001000001010010111100001000111
83173136,30,101001111101000001000000001111
83174660,30,001000001010010110100001000111
83174661,30,001000001010010111100001000111
83174662,30,101011101001000001100000001011
83174663,30,101001111101000001100000001111
83174664,30,001000001010010111100001000111
83174665,30,001000101010010111100001000111
83174666,30,001000001010010101100001000111
83174667,30,101001111101000001100000001111
83174668,30,111001111101000001100000001111
83174669,30,100001011001100001100000001010
83174670,30,001000000010010101101001100111
83174671,30,101001111101000001100000000111
83174672,30,101001111101000001100000001111
83174673,30,001000001010010110100001000111
83174674,30,001000001010010111100001000111
83174675,30,101001111101000001100000001111
83174676,30,101011101001000001100000000111
83174677,30,100001111101010001100000001111
83174678,30,101011101001000001100000011011
83174679,30,100001011001100001100000001010
83174680,30,001000001010010101100001000111
83174681,30,101001111101000001100000001111
83174682,30,001000001010010111100001000111
83174683,30,001000101010010111100001000111
83176363,30,101001111101000001000000001111
83176364,30,101011101001000001100000001011
83176365,30,100001011001100001100000001010
83176366,30,100001011001100001100000001010
83176367,30,001000000010010101101001100111
83176368,30,101011101001000001100000011011
83176369,30,101001111101000001000000001111
83176370,30,101001111101000001000000001111
