update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,164,1.640000,0.000000,30.000000,-1,40.000000,40.000000,-1,0,0,64,0,0,0,4,0,0,16.104333,0.162333,0.162333,0.630000,0.968254,-1,-1,-1,-1,-1,0.098984
10,197,0,6653,33.771574,0.000000,30.000000,-1,40.001202,40.001202,-1,4,0,904,0,0,0,502,0,45,7.890029,3.609125,3.609125,0.883249,0.903537,-1,-1,-1,-1,-1,0.106869
20,294,0,12243,41.642857,0.000000,30.000000,-1,40.002532,40.002532,-1,18,0,1396,12,0,369,872,0,263,6.040633,4.021240,4.021240,0.979592,0.920552,-1,-1,-1,-1,-1,0.096565
30,323,0,14042,43.473684,0.000000,30.000000,-1,40.002350,40.002350,-1,22,0,1449,17,0,443,991,0,282,5.630477,4.110493,4.110493,0.990712,0.919361,-1,-1,-1,-1,-1,0.094551
40,369,0,16424,44.509485,0.000000,30.000000,-1,39.999269,39.999269,-1,22,0,1727,8,0,568,1226,0,290,5.221643,3.744611,3.744611,0.997290,0.925276,-1,-1,-1,-1,-1,0.084131
50,389,0,17780,45.706941,0.000000,30.000000,-1,39.996625,39.996625,-1,18,0,1546,10,0,663,1379,0,245,5.179078,3.875886,3.875886,1.000000,0.937741,-1,-1,-1,-1,-1,0.084799
60,387,0,18083,46.726098,0.000000,30.000000,-1,40.002820,40.002820,-1,13,0,1458,23,0,667,1400,0,168,4.953249,3.881376,3.881376,1.000000,0.948694,-1,-1,-1,-1,-1,0.083067
70,401,0,18370,45.810474,0.000000,30.000000,-1,40.012629,40.012629,-1,15,0,1669,19,0,738,1510,0,178,4.994784,3.697097,3.697097,1.000000,0.944596,-1,-1,-1,-1,-1,0.080704
80,392,0,18397,46.931122,0.000000,30.000000,-1,40.010273,40.010273,-1,10,0,1585,17,0,674,1537,0,118,5.098557,3.903265,3.903265,1.000000,0.955042,-1,-1,-1,-1,-1,0.083170
90,430,0,19586,45.548837,0.000000,30.000000,-1,40.014858,40.014858,-1,19,0,1617,21,0,753,1543,0,219,4.751999,3.580781,3.580781,1.000000,0.934755,-1,-1,-1,-1,-1,0.078614
100,405,0,18543,45.785185,0.000000,30.000000,-1,40.011217,40.011217,-1,15,0,1651,25,0,714,1513,0,179,4.992912,3.721727,3.721727,1.000000,0.941776,-1,-1,-1,-1,-1,0.081287
110,422,0,19779,46.869668,0.000000,30.000000,-1,40.009859,40.009859,-1,14,0,1797,12,0,717,1621,0,181,4.685170,3.568046,3.568046,1.000000,0.944988,-1,-1,-1,-1,-1,0.076127
120,428,0,19273,45.030374,0.000000,30.000000,-1,40.005967,40.005967,-1,26,0,1748,17,0,776,1691,0,332,4.986417,3.654215,3.654215,1.000000,0.917701,-1,-1,-1,-1,-1,0.081150
130,430,0,19292,44.865116,0.000000,30.000000,-1,40.007620,40.007620,-1,23,0,1782,18,0,737,1790,0,265,4.620245,3.344429,3.344429,1.000000,0.920635,-1,-1,-1,-1,-1,0.074544
140,423,0,19060,45.059102,0.000000,30.000000,-1,40.012802,40.012802,-1,23,0,1971,21,0,716,1413,0,283,4.778012,3.511361,3.511361,1.000000,0.917310,-1,-1,-1,-1,-1,0.077928
150,410,0,18621,45.417073,0.000000,30.000000,-1,40.014661,40.014661,-1,26,0,1383,20,0,714,1606,0,318,4.853754,3.694678,3.694678,1.000000,0.909199,-1,-1,-1,-1,-1,0.081350
160,402,0,18336,45.611940,0.000000,30.000000,-1,40.029068,40.029068,-1,23,0,1387,14,0,721,1778,0,305,4.962152,3.875643,3.875643,1.000000,0.913590,-1,-1,-1,-1,-1,0.084970
170,405,0,18279,45.133333,0.000000,30.000000,-1,40.043438,40.043438,-1,23,0,1850,17,0,750,1320,0,292,4.999941,3.653674,3.653674,1.000000,0.911650,-1,-1,-1,-1,-1,0.080953
180,427,0,18985,44.461358,0.000000,30.000000,-1,40.053727,40.053727,-1,28,0,1846,23,0,738,1930,0,353,5.062017,3.598070,3.598070,1.000000,0.899538,-1,-1,-1,-1,-1,0.080926
190,423,0,18875,44.621749,0.000000,30.000000,-1,40.054993,40.054993,-1,28,0,1733,24,0,708,1454,0,363,4.913644,3.644069,3.644069,1.000000,0.900864,-1,-1,-1,-1,-1,0.081666
200,424,0,19330,45.589623,0.000000,30.000000,-1,40.050905,40.050905,-1,20,0,1487,16,0,736,1555,0,261,4.719898,3.610627,3.610627,1.000000,0.917471,-1,-1,-1,-1,-1,0.079198
210,413,0,19195,46.476998,0.000000,30.000000,-1,40.059390,40.059390,-1,13,0,1910,15,0,784,1591,0,169,4.811576,3.500196,3.500196,1.000000,0.934413,-1,-1,-1,-1,-1,0.075310
220,409,0,18607,45.493888,0.000000,30.000000,-1,40.075993,40.075993,-1,22,0,1709,17,0,725,1650,0,287,4.870254,3.625089,3.625089,1.000000,0.915331,-1,-1,-1,-1,-1,0.079683
230,422,0,18496,43.829384,0.000000,30.000000,-1,40.082612,40.082612,-1,32,0,1596,22,0,705,1713,0,409,4.888065,3.600425,3.600425,1.000000,0.890057,-1,-1,-1,-1,-1,0.082146
240,405,0,18299,45.182716,0.000000,30.000000,-1,40.091808,40.091808,-1,15,0,1836,21,0,674,1481,0,200,5.059676,3.612870,3.612870,1.000000,0.924637,-1,-1,-1,-1,-1,0.079961
250,405,0,18351,45.311111,0.000000,30.000000,-1,40.092638,40.092638,-1,22,0,1677,21,0,676,1688,0,256,5.093971,3.718492,3.718492,1.000000,0.907245,-1,-1,-1,-1,-1,0.082066
260,383,0,17186,44.872063,0.000000,30.000000,-1,40.099441,40.099441,-1,27,0,1365,24,0,650,1608,0,333,4.952007,3.773966,3.773966,1.000000,0.893522,-1,-1,-1,-1,-1,0.084105
270,404,0,18450,45.668317,0.000000,30.000000,-1,40.095501,40.095501,-1,16,0,1619,17,0,727,1176,0,195,5.146831,3.822621,3.822621,1.000000,0.919188,-1,-1,-1,-1,-1,0.083704
280,401,0,18009,44.910224,0.000000,30.000000,-1,40.097840,40.097840,-1,23,0,1600,21,0,718,1773,0,276,4.923337,3.617216,3.617216,1.000000,0.902555,-1,-1,-1,-1,-1,0.080543
290,410,0,18797,45.846341,0.000000,30.000000,-1,40.094377,40.094377,-1,17,0,1836,20,0,709,1636,0,211,5.108637,3.739795,3.739795,1.000000,0.914561,-1,-1,-1,-1,-1,0.081572
300,405,0,18238,45.032099,0.000000,30.000000,-1,40.093267,40.093267,-1,20,0,1594,22,0,729,1235,0,257,5.006068,3.617761,3.617761,1.000000,0.904801,-1,-1,-1,-1,-1,0.080337
310,421,0,19151,45.489311,0.000000,30.000000,-1,40.103598,40.103598,-1,25,0,1648,15,0,727,1747,0,303,4.682247,3.474183,3.474183,1.000000,0.895508,-1,-1,-1,-1,-1,0.076374
320,391,0,17363,44.406650,0.000000,30.000000,-1,40.112135,40.112135,-1,22,0,1712,28,0,650,1290,0,295,5.127171,3.444014,3.444014,1.000000,0.892821,-1,-1,-1,-1,-1,0.077556
330,405,0,17808,43.970370,0.000000,30.000000,-1,40.120788,40.120788,-1,26,0,1842,23,0,664,1454,0,332,5.414342,3.734864,3.734864,1.000000,0.890064,-1,-1,-1,-1,-1,0.084940
340,406,0,18706,46.073892,0.000000,30.000000,-1,40.138832,40.138832,-1,20,0,1514,17,0,667,1628,0,250,4.868546,3.615092,3.615092,1.000000,0.905344,-1,-1,-1,-1,-1,0.078463
350,412,0,18365,44.575243,0.000000,30.000000,-1,40.139178,40.139178,-1,26,0,1577,18,0,727,1498,0,316,4.787382,3.452909,3.452909,1.000000,0.890709,-1,-1,-1,-1,-1,0.077462
360,403,0,18655,46.290323,0.000000,30.000000,-1,40.155722,40.155722,-1,15,0,1496,25,0,720,1373,0,176,4.849787,3.621323,3.621323,1.000000,0.916615,-1,-1,-1,-1,-1,0.078231
370,403,0,18091,44.890819,0.000000,30.000000,-1,40.173678,40.173678,-1,25,0,1574,17,0,720,1542,0,303,5.030570,3.637397,3.637397,1.000000,0.892315,-1,-1,-1,-1,-1,0.081028
380,418,0,18639,44.590909,0.000000,30.000000,-1,40.196202,40.196202,-1,28,0,1778,16,0,668,1805,0,334,4.833718,3.423744,3.423744,1.000000,0.885082,-1,-1,-1,-1,-1,0.076781
390,406,0,18087,44.549261,0.000000,30.000000,-1,40.202355,40.202355,-1,24,0,1673,17,0,704,1323,0,291,5.063094,3.613816,3.613816,1.000000,0.893312,-1,-1,-1,-1,-1,0.081120
400,382,0,17780,46.544503,0.000000,30.000000,-1,40.198481,40.198481,-1,15,0,1435,22,0,651,1996,0,175,5.306340,3.913991,3.913991,1.000000,0.911197,-1,-1,-1,-1,-1,0.084091
410,406,0,18344,45.182266,0.000000,30.000000,-1,40.197830,40.197830,-1,21,0,1733,17,0,759,1759,0,278,5.121514,3.632533,3.632533,1.000000,0.899623,-1,-1,-1,-1,-1,0.080397
420,407,0,18632,45.778870,0.000000,30.000000,-1,40.213128,40.213128,-1,22,0,1493,19,0,704,1788,0,293,4.858926,3.604161,3.604161,1.000000,0.894205,-1,-1,-1,-1,-1,0.078730
430,414,0,19107,46.152174,0.000000,30.000000,-1,40.230230,40.230230,-1,22,0,1321,11,0,727,1626,0,273,4.968632,3.785106,3.785106,1.000000,0.895441,-1,-1,-1,-1,-1,0.082014
440,404,0,18784,46.495050,0.000000,30.000000,-1,40.244623,40.244623,-1,12,0,1704,14,0,737,1639,0,140,5.095482,3.596762,3.596762,1.000000,0.915838,-1,-1,-1,-1,-1,0.077358
450,410,0,18631,45.441463,0.000000,30.000000,-1,40.240835,40.240835,-1,21,0,1563,21,0,680,1687,0,268,5.051845,3.583928,3.583928,1.000000,0.893037,-1,-1,-1,-1,-1,0.078869
460,408,0,18434,45.181373,0.000000,30.000000,-1,40.236791,40.236791,-1,21,0,1626,23,0,644,1348,0,269,4.955640,3.545177,3.545177,1.000000,0.892351,-1,-1,-1,-1,-1,0.078465
470,414,0,18739,45.263285,0.000000,30.000000,-1,40.220396,40.220396,-1,20,0,1701,8,0,734,1555,0,249,5.261482,3.643395,3.643395,1.000000,0.895096,-1,-1,-1,-1,-1,0.080493
480,417,0,19047,45.676259,0.000000,30.000000,-1,40.224130,40.224130,-1,18,0,1455,25,0,691,1649,0,215,4.879017,3.599286,3.599286,1.000000,0.900988,-1,-1,-1,-1,-1,0.078800
490,423,0,19605,46.347518,0.000000,30.000000,-1,40.232084,40.232084,-1,14,0,1827,19,0,753,1675,0,185,4.772764,3.397561,3.397561,1.000000,0.909014,-1,-1,-1,-1,-1,0.073306
500,405,0,18136,44.780247,0.000000,30.000000,-1,40.228386,40.228386,-1,26,0,1701,15,0,743,1522,0,344,4.778004,3.427169,3.427169,1.000000,0.880604,-1,-1,-1,-1,-1,0.076533
510,394,0,17994,45.670051,0.000000,30.000000,-1,40.233133,40.233133,-1,19,0,1578,26,0,705,1616,0,229,5.011230,3.613860,3.613860,1.000000,0.893379,-1,-1,-1,-1,-1,0.079130
520,393,0,18004,45.811705,0.000000,30.000000,-1,40.220173,40.220173,-1,15,0,1665,9,0,719,1271,0,195,5.414604,3.745035,3.745035,1.000000,0.903928,-1,-1,-1,-1,-1,0.081748
530,386,0,17375,45.012953,0.000000,30.000000,-1,40.225784,40.225784,-1,19,0,1611,22,0,616,1404,0,230,4.907988,3.420287,3.420287,1.000000,0.892657,-1,-1,-1,-1,-1,0.075985
