ID,genomeSize,genome,hostID,hostType,collectedResource,bitStringMatch
116532442,76,1000001110000001111000000000110000000000000111100100000101011110100011010001,116533834,0,0.060000,0.600000
116532494,77,10001010000001010100011000011100000000000001111001000000110001100000011111111,116553698,0,0.050000,0.500000
116532535,76,1000001000000010110000110000011000000000000011010010000100110101010010011011,116548207,0,0.033333,0.500000
116532543,79,1000010111011000111110000000001100000000000001111001000100010100111000111011110,116563206,0,0.060000,0.600000
116532561,79,0010100001010000101011100001000001100000000010001111001000000100100010001010011,116553705,0,0.020000,0.500000
116532576,80,01010000101000010111110000100000110000000000000111000110000010010001000111101110,116527157,0,0.080000,0.700000
116532630,72,000001000001100100110000011000010000000011110010000000111011110000101111,116538341,0,0.053333,0.800000
116532645,79,1001000011100000101110000100000110000000000000111000100010000001010101101010000,116530884,0,0.030000,0.600000
116532737,75,010100001000000001010011000001100000000000001111001000101011101111010111111,116553705,0,0.020000,0.500000
116532772,76,1000001100000010101001100000110000000010000111100100010001110011000011111111,116558263,0,0.060000,0.600000
116532831,77,01001001111000000110000100000110000000000000111100100011101111011101010100110,116548207,0,0.033333,0.500000
116532917,76,1000001100000101111000000000110000000000000111100100000101011110100011010001,116527167,0,0.040000,0.600000
116532925,78,000110111001000101110000000001100000000000011111001000000010100111000111111110,116532362,0,0.024000,0.600000
116532955,78,010100001010000101011100001000001100000000000001111001000000100100010001010011,116541696,0,0.060000,0.600000
116532969,81,110011000010100000111000110000001100000000000001111001000000011110101010001100110,116565076,0,0.033333,0.500000
116532976,81,001010111001001001111000000001100000000000001111001000000010110101000110100011101,116533835,0,0.100000,0.500000
116533015,78,001100111000000010100100000011000000000000011110010001000101010110000110011100,116548229,0,0.025000,0.500000
116533032,80,01001000001010000011100010000000110000010000000111100100000001111010101001110011,116555276,0,0.030000,0.600000
116533045,79,1001000001010010011111010010000110000000000000110100100000001011110110001110011,116544967,0,0.024000,0.600000
116533066,79,1011100011101000101110000100000110000000000001011100100010000001010001111010010,116536859,0,0.024000,0.600000
116533075,81,100001001100000101111000100000110000000000000111101100010001011000101011110100110,116541697,0,0.120000,0.600000
116533083,83,11101100101000010000110011010000111000001000000011110010001100110001011010111111100,116548216,0,0.033333,0.500000
116533138,76,1010100011000000101010011000001100000000000001111001010100011101111010111111,116544971,0,0.040000,0.600000
116533140,77,10000011100001011000010000011000000000000011110010001000111111110001110010111,116563216,0,0.046667,0.700000
116533149,81,110011000011100000111000110000001100000000000001111000000000011110101010001100110,116544966,0,0.060000,0.600000
116533150,77,01000011111000010110010100000110000000000000111100100010101111011100010100110,116536855,0,0.015000,0.600000
116533159,79,1011100011100001101110000100100110000000000000111100100010000001010111110010010,116544974,0,0.030000,0.600000
116533169,78,000110111001000101110000000001100000000000001111001000100010100111000111111110,116546524,0,0.060000,0.600000
116533193,80,00001001110000000001001000000110000000000001111100100010001110001110011101111001,116546518,0,0.060000,0.600000
116533210,78,100000101000001011110000000001100000000000001111001000001010011101000110100011,116544976,0,0.040000,0.600000
116533226,79,1001000001010000011110010000000110010000000000111100100110001011110101001110111,116539917,0,0.046667,0.700000
116533242,80,01000011110100000100100001100000110000001000000111100100000011111001011111101010,116546522,0,0.050000,0.500000
116533251,78,010100010110001011011000010000011000000000000011110010000001001000100011110110,116553704,0,0.120000,0.600000
116533278,84,111101100001000010010110011000000111000001000000011110010001101110001011010111111100,116544976,0,0.040000,0.600000
116533284,83,11101100101000010000110011010000111000001000000011110010001100110001011010111111100,116529050,0,0.060000,0.600000
116533338,79,0101000101100010100110000100000110000000000000111100100000010010001001111101100,116539910,0,0.046667,0.700000
116533379,77,01000001110000101111000000000110000000000000111100100000101011110100011010001,116565060,0,0.050000,0.400000
