ID,genomeSize,genome
10618864,30,010000010111100010110101001010
10620089,30,010000010111100010110101001010
10620719,30,010000010111100010110101001010
10620722,30,000000111101000111110100001000
10621360,30,010000010111100010110101001010
10621361,30,010000010111100010110101001010
10622031,30,101100101101010001110100101100
10622033,30,010000010111100010110101001010
10622626,30,000000111101000111110100001000
10622629,30,010000010111100010110101001010
10622630,30,101100101101010001110100101100
10622631,30,000010111101000111110100001000
10622632,30,000010111101000111110100001000
10623477,30,000000111101000111110100001000
10623479,30,000000111101000111110100001000
10623481,30,010000010111100010110101001010
10623482,30,010000010111100010110101001010
10623488,30,000000111101000111100100001000
10623489,30,010000010111100010110101001010
10624276,30,010000010111100010110101001010
10624277,30,000010111101000111110100001000
10624279,30,000000111101000111110100001000
10624280,30,101100101101010101110100101100
10624863,30,010000010111100010110101001010
10624867,30,101100101101010001110100101100
10624868,30,010000010111100010110101001010
10624869,30,010000010101100010110101001010
10624870,30,101100101101010001110100101100
10625694,30,000010111101000111110100001000
10625695,30,010000010111100010110101001010
10625696,30,010000010110100010110101001010
10625698,30,101100101101010001110100101100
10625699,30,000010111101000111110100001000
10626341,30,010000010111100010110101001010
10626342,30,000000111101000111110100001000
10626343,30,101100101101010001110100101100
10626850,30,010000010111100010110101001010
10626851,30,010000010111100010110101001010
10626852,30,010000010111100010110101001010
10626853,30,010000010111100010110111001010
10627376,30,101100101101010001110100101100
10627377,30,010000010111100010110101001010
10627378,30,010000010011100010110101001010
10627379,30,000000111101000111110100001000
10627380,30,000010111101000111110100001000
10627918,30,000000111101000111110100001000
10627919,30,010000010111100010110101001010
10627920,30,010000010111100010110101001010
10627921,30,011000010110100010110101001010
10627922,30,010000010111100010110101001010
10627924,30,010000010111100010110101001010
10628530,30,101100101101010001110100101100
10628531,30,000000111101000111110100001000
10628532,30,000000111101000111110100001000
10629032,30,010000010111100010110101001010
10629033,30,010000010111100010110101001010
10629035,30,000000111101000111110100001000
10629484,30,010000010111100010110101001010
10629485,30,010000010111100010110101001010
10629486,30,000000111101000111110100001000
10629487,30,010000010111100010110101001010
10629488,30,010000010111100010110101001010
10629489,30,010000010111100010110101001010
10629490,30,010000010111100010110101001010
10629491,30,101100101101010001110100101100
10629492,30,010000010111100010110101001010
10629493,30,010000010111100010110101001010
10629494,30,000000111101000111110100001000
10630084,30,010000010111100010110101001010
10630085,30,011000010110100010110101001010
10630086,30,010000010111100010110101001010
10630087,30,010000010111100010110101001010
10630088,30,000000111101000111110100001000
10630089,30,000010111101000111110100001000
10630090,30,000000111101000111110100001000
10630091,30,000000111101000111110100001000
10630743,30,010000010111100010110101001010
10630744,30,010000010111100010110101001010
10630745,30,010000010111100010110101001010
10630746,30,101100101101010001110100101100
10630747,30,000010111101000111110100001000
10630748,30,101100101101010001110100101100
10631393,30,000000111101000111110100001000
10631394,30,010000010110100010110101001010
10631395,30,000000111101000111110100001000
10631396,30,010000010111100010110101001010
10631397,30,000000111101000111110100001000
10631398,30,010000010111100010110101001010
10631399,30,000000111101000111110100001000
10631400,30,101100101101010101110100101100
10631401,30,010000010110100010110101001010
10631402,30,000010111101000111110100001000
10632046,30,010000010111100010110101001010
10632047,30,000000111101000111110100001000
10632048,30,000010111101000111110100001000
10632049,30,010000010111100010110101001010
10632050,30,010000010111100010110101001010
10632051,30,000000111101000111100100001000
10632052,30,010000010111100010110101001010
10632053,30,010000010111100010110101001010
10632054,30,000000111101000111110100001000
10632733,30,000010111101000111110100001000
10632734,30,000010111101000111110100001000
10632735,30,010000010111100010110101001010
10632736,30,010000010111100010110101001010
10632737,30,010000010111100010110101001010
10632738,30,000000111101000111100100001000
10632739,30,010000010111100010110101001010
10632740,30,101100101101010001110100101100
10632741,30,000010111101000111110100001000
10632742,30,010000010111100010110101001010
10633462,30,010000010111100010110101001010
10633463,30,101100101101010101110100101100
10633464,30,010000010111100010110101001010
10633465,30,010000010111100010110101001010
10633466,30,010000010111100010110101001010
10633467,30,010000010101100010110101001010
10633468,30,010000010111100010110101001010
10633469,30,101100101101010001110100101100
10634162,30,010000010101100010110101001010
10634163,30,000010111101000111110100001000
10634164,30,010000010111100010110101001010
10634165,30,010000010110100010110101001010
10634166,30,101100101101010001110100101100
10634167,30,010000010111100010110101001010
10634168,30,010000010110100010110101001010
10634169,30,010000010111100010110101001010
10634170,30,101100101101010001110100101100
10634897,30,010000010111100010110101001010
10634898,30,010000010111100010110101001010
10634899,30,010000010111100010110101001010
10634900,30,010000010111100010110111001010
10634901,30,000000111101000111110100001000
10634902,30,010000010111100010110101001010
10634903,30,010000010111100010110101001010
10634904,30,000000111101000111110100001000
10635478,30,010000010111100010110101001010
10635479,30,010000010111100010110101001010
10635480,30,010000010111100010110101001010
10635481,30,011000010110100010110101001010
10636214,30,010000010111100010110101001010
10636215,30,101100101101010001110100101100
10636216,30,010000010111100010110101001010
10636217,30,010000010011100010110101001010
10636218,30,000000111101000111110100001000
10636719,30,101100101101010001110100101100
10636720,30,000000111101000111110100001000
10636721,30,010000010111100010110101001010
10636722,30,101100101101010001110100101100

