update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,167,1.670000,0.000000,30.000000,-1,40.000000,40.000000,-1,0,0,67,0,0,0,9,0,0,16.417333,0.166000,0.166000,0.640000,0.968750,-1,-1,-1,-1,-1,0.099401
10,183,0,5480,29.945355,0.000000,30.000000,-1,40.000912,40.000912,-1,14,0,875,0,0,0,239,0,160,8.821840,3.127158,3.127158,0.814208,0.850691,-1,-1,-1,-1,-1,0.104429
20,170,0,7202,42.364706,0.000000,30.000000,-1,39.993752,39.993752,-1,8,0,519,5,0,253,424,0,100,8.129224,5.694306,5.694306,0.935294,0.933352,-1,-1,-1,-1,-1,0.134412
30,155,0,6764,43.638710,0.000000,30.000000,-1,39.983294,39.983294,-1,7,0,540,7,0,218,513,0,62,7.987265,5.844994,5.844994,0.941935,0.952800,-1,-1,-1,-1,-1,0.133941
40,142,0,6481,45.640845,0.000000,30.000000,-1,39.987656,39.987656,-1,6,0,702,9,0,250,437,0,65,7.476984,5.469026,5.469026,0.992958,0.929131,-1,-1,-1,-1,-1,0.119827
50,132,0,5850,44.318182,0.000000,30.000000,-1,39.977607,39.977607,-1,8,0,468,6,0,233,316,0,110,7.832598,6.162351,6.162351,0.992424,0.923066,-1,-1,-1,-1,-1,0.139048
60,109,0,5184,47.559633,0.000000,30.000000,-1,39.980324,39.980324,-1,3,0,312,12,0,185,274,0,36,7.757517,6.517713,6.517713,1.000000,0.955356,-1,-1,-1,-1,-1,0.137043
70,106,0,4844,45.698113,0.000000,30.000000,-1,39.990710,39.990710,-1,7,0,379,4,0,206,262,0,94,8.351478,6.585629,6.585629,1.000000,0.917403,-1,-1,-1,-1,-1,0.144112
80,101,0,4392,43.485149,0.000000,30.000000,-1,39.988388,39.988388,-1,10,0,323,4,0,172,332,0,126,7.712046,6.182343,6.182343,1.000000,0.882982,-1,-1,-1,-1,-1,0.142171
90,89,0,3993,44.865169,0.000000,30.000000,-1,39.987478,39.987478,-1,5,0,458,4,0,154,59,0,68,8.791685,6.451760,6.451760,1.000000,0.923263,-1,-1,-1,-1,-1,0.143803
100,79,0,3658,46.303797,0.000000,30.000000,-1,39.996173,39.996173,-1,4,0,241,3,0,133,217,0,53,8.087890,6.680042,6.680042,1.000000,0.927573,-1,-1,-1,-1,-1,0.144266
110,80,0,3808,47.600000,0.000000,30.000000,-1,39.984244,39.984244,-1,3,0,266,4,0,148,91,0,40,8.533500,7.091500,7.091500,1.000000,0.940630,-1,-1,-1,-1,-1,0.148981
120,81,0,3673,45.345679,0.000000,30.000000,-1,39.976314,39.976314,-1,4,0,302,4,0,162,91,0,44,8.515844,6.587037,6.587037,1.000000,0.925362,-1,-1,-1,-1,-1,0.145263
130,82,0,3658,44.609756,0.000000,30.000000,-1,39.964735,39.964735,-1,5,0,261,4,0,143,163,0,55,8.200163,6.535610,6.535610,1.000000,0.915934,-1,-1,-1,-1,-1,0.146506
140,77,0,3645,47.337662,0.000000,30.000000,-1,39.935254,39.935254,-1,1,0,363,3,0,143,133,0,6,8.446580,6.640000,6.640000,1.000000,0.960215,-1,-1,-1,-1,-1,0.140269
150,73,0,3348,45.863014,0.000000,30.000000,-1,39.937873,39.937873,-1,4,0,232,8,0,125,116,0,52,8.856461,7.148105,7.148105,1.000000,0.920633,-1,-1,-1,-1,-1,0.155858
160,69,0,3185,46.159420,0.000000,30.000000,-1,39.968917,39.968917,-1,1,0,305,1,0,127,211,0,13,8.398986,5.948841,5.948841,1.000000,0.952635,-1,-1,-1,-1,-1,0.128876
170,71,0,3284,46.253521,0.000000,30.000000,-1,39.965591,39.965591,-1,3,0,260,7,0,126,146,0,42,9.046338,6.963052,6.963052,1.000000,0.923946,-1,-1,-1,-1,-1,0.150541
180,78,0,3602,46.179487,0.000000,30.000000,-1,39.936424,39.936424,-1,2,0,344,3,0,154,199,0,25,7.927179,6.132650,6.132650,1.000000,0.936935,-1,-1,-1,-1,-1,0.132800
190,74,0,3316,44.810811,0.000000,30.000000,-1,39.970748,39.970748,-1,5,0,274,5,0,142,105,0,64,8.002365,6.164302,6.164302,1.000000,0.906013,-1,-1,-1,-1,-1,0.137563
200,83,0,3783,45.578313,0.000000,30.000000,-1,39.960613,39.960613,-1,6,0,217,1,0,135,127,0,84,8.060683,6.718434,6.718434,1.000000,0.901685,-1,-1,-1,-1,-1,0.147404
210,75,0,3558,47.440000,0.000000,30.000000,-1,39.942383,39.942383,-1,2,0,357,2,0,134,110,0,26,9.074756,6.814133,6.814133,1.000000,0.939160,-1,-1,-1,-1,-1,0.143637
220,85,0,3769,44.341176,0.000000,30.000000,-1,39.952507,39.952507,-1,4,0,378,4,0,132,203,0,43,8.275804,6.116353,6.116353,1.000000,0.913358,-1,-1,-1,-1,-1,0.137938
230,76,0,3612,47.526316,0.000000,30.000000,-1,39.883444,39.883444,-1,3,0,263,6,0,105,87,0,29,8.675439,6.850877,6.850877,1.000000,0.921409,-1,-1,-1,-1,-1,0.144149
240,78,0,3603,46.192308,0.000000,30.000000,-1,39.876214,39.876214,-1,4,0,295,4,0,128,182,0,49,8.443291,6.663547,6.663547,1.000000,0.914009,-1,-1,-1,-1,-1,0.144257
250,78,0,3504,44.923077,0.000000,30.000000,-1,39.878139,39.878139,-1,3,0,283,8,0,133,50,0,43,8.334060,6.153120,6.153120,1.000000,0.922350,-1,-1,-1,-1,-1,0.136970
260,90,0,4178,46.422222,0.000000,30.000000,-1,39.878411,39.878411,-1,2,0,407,4,0,168,111,0,24,8.478722,6.299056,6.299056,1.000000,0.928009,-1,-1,-1,-1,-1,0.135691
270,90,0,4295,47.722222,0.000000,30.000000,-1,39.874738,39.874738,-1,1,0,471,3,0,173,167,0,16,8.761741,6.349370,6.349370,1.000000,0.942738,-1,-1,-1,-1,-1,0.133049
280,92,0,4106,44.630435,0.000000,30.000000,-1,39.892353,39.892353,-1,6,0,358,1,0,169,89,0,73,8.169420,6.069710,6.069710,1.000000,0.889635,-1,-1,-1,-1,-1,0.135999
290,92,0,4389,47.706522,0.000000,30.000000,-1,39.900433,39.900433,-1,2,0,295,4,0,162,222,0,23,7.798986,5.969130,5.969130,1.000000,0.924278,-1,-1,-1,-1,-1,0.125122
300,86,0,3853,44.802326,0.000000,30.000000,-1,39.873605,39.873605,-1,5,0,382,5,0,175,261,0,59,8.302419,5.918512,5.918512,1.000000,0.883668,-1,-1,-1,-1,-1,0.132103
310,80,0,3751,46.887500,0.000000,30.000000,-1,39.920021,39.920021,-1,3,0,307,3,0,132,172,0,36,8.590917,6.450750,6.450750,1.000000,0.910469,-1,-1,-1,-1,-1,0.137579
320,85,0,3901,45.894118,0.000000,30.000000,-1,39.913612,39.913612,-1,4,0,375,4,0,141,209,0,56,8.789392,6.289039,6.289039,1.000000,0.901708,-1,-1,-1,-1,-1,0.137034
330,83,0,3879,46.734940,0.000000,30.000000,-1,39.935808,39.935808,-1,2,0,428,3,0,126,62,0,27,8.857008,6.383956,6.383956,1.000000,0.920523,-1,-1,-1,-1,-1,0.136599
340,80,0,3671,45.887500,0.000000,30.000000,-1,39.907382,39.907382,-1,3,0,372,4,0,126,32,0,29,8.845750,6.487583,6.487583,1.000000,0.915436,-1,-1,-1,-1,-1,0.141380
350,74,0,3562,48.135135,0.000000,30.000000,-1,39.875351,39.875351,-1,1,0,259,3,0,130,37,0,18,9.434414,7.412432,7.412432,1.000000,0.945166,-1,-1,-1,-1,-1,0.153992
360,85,0,3994,46.988235,0.000000,30.000000,-1,39.857036,39.857036,-1,2,0,384,4,0,149,172,0,39,8.490275,6.254824,6.254824,1.000000,0.924213,-1,-1,-1,-1,-1,0.133115
370,76,0,3519,46.302632,0.000000,30.000000,-1,39.871270,39.871270,-1,3,0,205,6,0,131,55,0,38,8.895395,7.025658,7.025658,1.000000,0.911565,-1,-1,-1,-1,-1,0.151733
380,87,0,4055,46.609195,0.000000,30.000000,-1,39.879162,39.879162,-1,3,0,420,3,0,180,169,0,51,8.790977,6.419751,6.419751,1.000000,0.917152,-1,-1,-1,-1,-1,0.137736
390,84,0,3729,44.392857,0.000000,30.000000,-1,39.916331,39.916331,-1,6,0,284,5,0,172,109,0,77,8.386131,6.474980,6.474980,1.000000,0.885804,-1,-1,-1,-1,-1,0.145856
400,88,0,4016,45.636364,0.000000,30.000000,-1,39.888695,39.888695,-1,4,0,269,3,0,146,153,0,49,7.936629,6.002765,6.002765,1.000000,0.899174,-1,-1,-1,-1,-1,0.131535
410,86,0,3987,46.360465,0.000000,30.000000,-1,39.919238,39.919238,-1,2,0,442,7,0,143,192,0,27,8.285911,5.900136,5.900136,1.000000,0.920145,-1,-1,-1,-1,-1,0.127267
420,88,0,3914,44.477273,0.000000,30.000000,-1,39.927184,39.927184,-1,8,0,324,2,0,157,192,0,124,8.435000,6.413485,6.413485,1.000000,0.856436,-1,-1,-1,-1,-1,0.144197
430,77,0,3682,47.818182,0.000000,30.000000,-1,39.884302,39.884302,-1,1,0,306,5,0,118,97,0,13,9.118571,6.855455,6.855455,1.000000,0.940450,-1,-1,-1,-1,-1,0.143365
440,81,0,3591,44.333333,0.000000,30.000000,-1,39.928432,39.928432,-1,6,0,302,1,0,131,94,0,77,8.513539,6.383580,6.383580,1.000000,0.876010,-1,-1,-1,-1,-1,0.143991
450,74,0,3431,46.364865,0.000000,30.000000,-1,39.856893,39.856893,-1,2,0,390,6,0,129,93,0,17,8.639685,5.954910,5.954910,1.000000,0.914251,-1,-1,-1,-1,-1,0.128436
460,76,0,3573,47.013158,0.000000,30.000000,-1,39.853065,39.853065,-1,2,0,327,1,0,130,95,0,26,8.812237,6.714079,6.714079,1.000000,0.919974,-1,-1,-1,-1,-1,0.142813
470,71,0,3382,47.633803,0.000000,30.000000,-1,39.903016,39.903016,-1,1,0,370,3,0,147,90,0,14,9.006667,6.627136,6.627136,1.000000,0.927666,-1,-1,-1,-1,-1,0.139127
480,66,0,3045,46.136364,0.000000,30.000000,-1,39.906404,39.906404,-1,2,0,314,3,0,107,71,0,34,9.593333,6.618788,6.618788,1.000000,0.911371,-1,-1,-1,-1,-1,0.143461
