ID,genomeSize,genome
149814155,30,010001110011001010001101100010
149814168,30,100000011011001010101000000000
149814177,30,000000111111001110101000000010
149815854,30,100000111111001110101000000010
149817454,30,100000111111001100101000000010
149818915,30,100000011011001010101100000000
149818917,30,100000111111001110101000000010
149818918,30,100000111111001100101000000010
149818919,30,100000011011001010101000000000
149818920,30,100000011011001010101000000000
149820496,30,010001110011001111001101100010
149820497,30,100000111111001110101000000010
149820500,30,110001111011001000111101100010
149820502,30,100000111111001110101000000010
149820512,30,010001110011001111001101100010
149820514,30,010001110011001010001101100010
149820515,30,110001111011101000010101000010
149822313,30,100000111111001110101000000010
149822319,30,100000111111001100101000000010
149822322,30,010001110010001010001101100010
149822323,30,100000011011001010101000000000
149822325,30,100000111111001110101000000010
149823872,30,100000111111001100001000000010
149823878,30,100000111111001110101000000010
149823880,30,000000111111001110101000000010
149823886,30,100000111111001100001000000010
149823888,30,100000011011101010101000000000
149823890,30,100000011011001010101100000000
149825409,30,100000111111001100101000000010
149825410,30,110001111011101000010101000010
149825412,30,100000011111001010101000000000
149825413,30,100000011011001010101110000000
149825414,30,110001111011101000010101000010
149825415,30,100000011111001010101000000000
149825416,30,100000011011001010101000000000
149827116,30,100000111101001110101000000010
149827120,30,100000011011001010101000000000
149827121,30,100000011011001010101000000000
149827122,30,000000111111001110101000000010
149827123,30,100000011011001010101000000000
149827126,30,000000111111001110101000000010
149828776,30,010001110010001010001101100010
149828778,30,100000011011001010101000000000
149828781,30,100000011111001010101000000000
149828782,30,000000111111001110101000000010
149828789,30,100000111111001100101000000010
149828791,30,100000111111001110101000000010
149828793,30,110001111011101000010101000010
149828794,30,000000111111001110101000000010
149828796,30,100000011011001010101000000000
149830555,30,100000111111001100101000000000
149830556,30,110001111011001000011101100010
149830557,30,100000111111001100101000000010
149830558,30,110001111011001000011101100010
149830562,30,100000011011001010101000000000
149830564,30,010011110011001010001101100010
149830565,30,100000011011001010101000000000
149830567,30,100000111111001100101000000010
149830568,30,100000111111001110101000000010
149830571,30,100000011011001010101110000000
149830572,30,100000011011001010101000000000
149832163,30,100000111111001110101000000010
149832164,30,110001111011101000010101000010
149832166,30,100000111111001110101000000010
149832167,30,100000011011001010101000000000
149832168,30,100000111111001110101000000010
149832170,30,100000111111001110101000000010
149832171,30,100000111111001100101000000010
149832172,30,010001110011001010001101100010
149832173,30,110001111011001000011101100010
149832177,30,100000011011001010101000000000
149832178,30,100000011011001010101000000000
149832180,30,110001111011101000010101000010
149832183,30,100000111111001110111000000010
149832185,30,110001111011001000011101100010
149832186,30,010001111011001010001101100010
149833943,30,010001110011001010001101100010
149833944,30,100000011011001010101000000000
149833945,30,000000111111001110101000000010
149833946,30,100000111111001110101000000010
149833947,30,100000111111001100101000100010
149833949,30,100000011011001010101000000000
149833950,30,100000011011001010101000000000
149833951,30,100000011011001010101000000000
149833952,30,100000111111001110111000000010
149833954,30,100000011011001010101000000000
149835318,30,100000011011001010101000000000
149835320,30,100000011011001010101000000000
149835322,30,100000111111001110101000000010
149835323,30,100000011111001010101000000000
149835324,30,110001111011001000011101100010
149835325,30,110001111011001000011101100010
149835326,30,100000111111001100101000000010
149835327,30,100000011011001010101000000000
149835328,30,100000011011001010101000000000
149835329,30,100000111111001100101000000010
149835331,30,010011110011001010001101100010
149835332,30,100000111111001110101000000010
149835333,30,100000011011001010101000000000
149835334,30,000000111111001110101000000010
149835335,30,100000011011001010101000000000
149835336,30,100000011011001010101000000000
149835337,30,100000011111001010101000000000
149836977,30,100000111111001110101000000010
149836978,30,010001110011001010001101110010
149836980,30,100000111111001110101000000010
149836981,30,010001110010001010001101100010
149836983,30,100000111111001110101000000010
149836984,30,100000011011001010101000000000
149836985,30,100000011011001010101000000000
149836986,30,010011110011001010001101100010
149836987,30,100000111111001100101000000010
149838588,30,000000111111001110101000000010
149838589,30,100000111111001110111000000010
149838591,30,100000011011001010101000000000
149838592,30,100000111111001110101000000010
149838593,30,010011110011001010001101100010
149838594,30,100100111111001110101000000011
149838595,30,100000011011001010101000000000
149838596,30,100000011111001010101100000000
149838597,30,100000011011001010101000000000
149838598,30,100000111111001110101000000010
149838599,30,110001111011101000010101000010
149838600,30,100000011011001010101000000000
149838601,30,010001110011001010001101100010
149838602,30,000000111111011110101000000010
149838603,30,100000111111001110101000000010
149840102,30,100000111111001110111000000010
149840106,30,100000111111001100101000000010
149840107,30,100000011011001010101000000000
149840109,30,000000111111001110101000000010
149840110,30,100000011011001010101000000000
149840111,30,100000011111001010101100000000
149840113,30,100000111111001100101000000010
149840114,30,100000011111001010101000000000
149840115,30,100000111111001110101000000010
