ID,genomeSize,genome
57943908,30,000000101010000001010001100110
57943911,30,000000101010000011010001101110
57943913,30,101000111110100100111011011110
57943915,30,101000111110100100111011011110
57944557,30,000000110010100001000000000100
57945054,30,101010111110100101110011011110
57945056,30,101000111110100110111011011110
57945058,30,000000101010000001010000100110
57945615,30,101000111110100100111011011110
57946111,30,101010011110100101110011011110
57946558,30,000000110010100001000000000100
57946563,30,101000111110100100111011011110
57946565,30,101000111110100100111011011110
57947233,30,101000111000100100111011011110
57947236,30,000000110010100001000000000100
57947237,30,101000111110100100111011011110
57947238,30,000000110010100001000000000100
57947239,30,101000111110100100111011011110
57947800,30,101000111110100100111011011110
57947801,30,101000111110100100111001011110
57947802,30,101010111110100101110011011110
57947803,30,101000111110100100111011011110
57947804,30,101000111110100100111011011110
57948367,30,101000111110100100111001011110
57948371,30,101010011110100101110011011110
57948926,30,101000111110100100111011011110
57948928,30,000000110010100001000000000100
57948929,30,101000111110100100011011011110
57948932,30,000000101010000001010000100110
57948933,30,000000110010100001000000000100
57948935,30,101000111110100100111011011110
57948936,30,000000101010000001010001101110
57948937,30,101010111110100101110011011110
57948938,30,000000110010100001000000000100
57949579,30,000000110010110001000000000100
57949581,30,000000110010100001000000000100
57949582,30,101000111110100100111011011110
57949583,30,101000111110100100111011011110
57949584,30,101000111110100100111011011110
57950086,30,101010111110100101110011011110
57950087,30,101000111110100110111011011110
57950655,30,000000101010000001010000100110
57950657,30,101000111110100100111011011110
57950658,30,000000110010100001000000000100
57950659,30,101000111110100110111011011110
57950661,30,101000111110100110111011011110
57950662,30,000000101010000001010000100110
57951331,30,101000111110100100111011011110
57951332,30,101000111110100100111011011110
57951822,30,101010111110100101110011011110
57951823,30,000000110010100001000000000100
57951824,30,101010011110100101110011011110
57951825,30,101000111110100100111011011110
57952363,30,101000111110100110111011011110
57952364,30,101000111110100100111011011110
57952365,30,101000111110100100111011011110
57952366,30,000000110010100001000000000100
57952367,30,101000111110100100111011011110
57952368,30,101000111010100100111011011110
57952812,30,000000101010000001010001100110
57952813,30,000000101010000001010001101110
57952814,30,101000111110100100111011011110
57952815,30,000000101010000001010000100110
57952816,30,000000101010000001010001100110
57953282,30,101000111110100100111011011110
57953283,30,000000101010000001010001100110
57953284,30,101010111110100101110011011110
57953285,30,101000111110100100111011011110
57953286,30,000000110010100001000000000100
57953287,30,101000111110100100111011011110
57953288,30,101000111110100100111011011110
57953289,30,101000111110100100111001011110
57953982,30,000000110010100001000000000100
57953983,30,101000111010100100111011011110
57953984,30,101010111110100101110011011110
57953985,30,101000111000100100111011011110
57953986,30,000000110010100001000000000100
57953987,30,101000111110100100111011011110
57953988,30,101010011110100101110011011110
57954517,30,101000111110100100111011011110
57954518,30,101010111110100101110011011110
57954519,30,101000111110100100111011011110
57954520,30,101000111110100100111011011110
57954521,30,101010111110100101110011011110
57954522,30,000000110010100001000000000100
57954523,30,101000111110100100111011011110
57954524,30,000000101010000001010000100110
57954525,30,000000101010000001010000100110
57955177,30,000000110010100001000000000100
57955178,30,101010111110100101110011011110
57955179,30,000000110010100001000000000100
57955180,30,101000111110100100111011011110
57955181,30,101000111110100100111001011110
57955182,30,000000101010000001010000100110
57955183,30,101000111110100100111011011110
57955808,30,101010111110100101110011011110
57955809,30,101010111110100101110011011110
57955810,30,000000110010110001000000000100
57955811,30,101000111110100100111011011110
57955812,30,101000111110100100111011011110
57955813,30,101000111110100100111011011110
57955814,30,000000101010000001010001101110
57955815,30,101010111110100101110011011110
57955816,30,000000110010100001000000000100
57955817,30,000000110010110001000000000100
57956414,30,101000111110100100111011011110
57956415,30,000000110010100001000000000100
57956416,30,101000111110100100111011011110
57956417,30,101000111000100100111011011110
57956418,30,000000110010100001000000000100
57956419,30,101010111110100101110011011110
57956420,30,000000101010000011010001101110
57956421,30,101000111110100100111011011110
57956422,30,101000111110100110111011011110
57956423,30,000000101010000001010000100110
57957074,30,101000111110100100111011011110
57957075,30,000000101010000001010000100110
57957076,30,101000111110100100111011011110
57957615,30,101000111110100100111011011110
57957616,30,101000111110100110111011011110
57957617,30,000000110010100001000000000100
57957618,30,101000111110100100111011011110
57957619,30,000000101010000001010000100110
57957620,30,000000101010000001010000100110
57958196,30,101000111110100100111011011110
57958197,30,000000110010100001000000000100
57958198,30,101000111110100100111011011110
57958199,30,000000110010100001000000000100
57958200,30,101000111110100100111011011110
57958673,30,000000101010000001010000100110
57958674,30,000000101010000001010000100110
57958675,30,101000111110100100111011011110
57958676,30,101000111110100110111011011110
57958677,30,101010011110100101110011011110
57959124,30,000000101010000011010001101110
57959125,30,101010011110100101110011011110
57959126,30,101000111110100100111011011110
57959127,30,101000111110100110111011011110
57959128,30,101000111110100100111011011110
57959129,30,000000101010000001010001100110
57959130,30,000000101010000001010001101110

