ID,genomeSize,genome
46482077,30,110011100101110010101000111110
46482079,30,110011100101110010101000111110
46482656,30,110011100101101011101001111110
46484192,30,110011100101110010101000111110
46484790,30,110011100101111000101001011110
46484795,30,110011100101111000101001011110
46485359,30,110011100101110010101000111110
46485361,30,110011100101101011101001111110
46485362,30,110011100101101011101001111110
46485862,30,110011100101110010101000111110
46485863,30,110011100101110010101000111110
46485864,30,110010100101111010101001111010
46485865,30,110011100101101011101001111110
46485866,30,110011100101101011101001111110
46486455,30,110011100101110010101000111110
46486456,30,110011100101110010101000111110
46486459,30,110011100101101011101001111110
46486460,30,110001100101110010101001111110
46487137,30,110011100101101011101001111110
46487139,30,110011100101111010101000111110
46487140,30,110001100101111110101001011110
46487141,30,110011100101110010101100111110
46487142,30,110001100101111110101001011110
46487143,30,110011100101101011101001011110
46487785,30,110001100101111110101001011110
46487786,30,110011100101110010101100111110
46487787,30,110011100101110010101000111110
46487788,30,110011100101101011101001011110
46487789,30,110011100101101011101001111110
46487791,30,110011100101110010101100111110
46487792,30,110011100101110010101000111110
46488422,30,110010100101111010101001111010
46488423,30,110011100101101011101001111110
46488424,30,110011100101110010101000111110
46489001,30,110011100101110010101000111110
46489004,30,110011100101110010101000111110
46489555,30,110011100101110010101100111110
46489559,30,110011100101101011101001111110
46490069,30,110011100101110010101100111110
46490070,30,110011100101110010101000111110
46490072,30,110011100101101011101001111110
46490073,30,110011100101101011101001111110
46490074,30,110010100101111000101001111110
46490075,30,110111100101110010101100111110
46490652,30,110011100101110010101100111110
46490653,30,110011100101110010101000111110
46490654,30,110011100101101011101001011110
46490655,30,110010100101111010101001111110
46490656,30,110011100101110010101000111110
46490657,30,110010100101111010101001111000
46490658,30,110011100101111000101001011110
46490659,30,110010100101111010101001111010
46490661,30,110011100101110010101100111110
46491287,30,110011100101110010101100111110
46491288,30,110011100101101011101001111110
46491289,30,110011100101110010101100111110
46491290,30,111001100101111110101001011110
46491291,30,110011100101110010101000111110
46491292,30,110011100101110010101000111110
46491910,30,111001100101111110101001011110
46491911,30,110011100101110010101000111110
46491912,30,110011101101110010101100111110
46491913,30,110011100101110010101000111110
46491914,30,110011100101110010101000111110
46491915,30,110011101101110010101100111110
46491916,30,110011100101111000101001011110
46491917,30,110011100101110010101100111110
46491918,30,110011100101111010101000111110
46491919,30,110011100101101011101001111110
46491920,30,110011100101110010101000111110
46492582,30,110011100101101011101001111110
46492583,30,110011100101110010101100111110
46492584,30,110011100101110010101000111110
46492585,30,110011100101110010101000111110
46492586,30,110011100101110000101100111110
46492587,30,110011100101101011101001111110
46492588,30,110011100101111010101000111110
46492589,30,110011100101110010101000111110
46492590,30,110011100101101011101001111110
46492591,30,110011100101110010101000111110
46492592,30,110010100101111010101001111010
46492593,30,110111100101110010101100111110
46493335,30,110001100101110010101001111110
46493336,30,110011100101110010101100111110
46493337,30,110011100101110010101000111110
46493338,30,110011100101111000101001011110
46493339,30,110011100101110010101100111110
46494026,30,111001100101111110101001011110
46494027,30,110011100101111010101000111110
46494028,30,110010100101111010101001111010
46494029,30,110010100101111000101001111110
46494030,30,110011100101110010101000111110
46494031,30,110001100101111110101001011110
46494032,30,110011100101110010101100111110
46494033,30,110011100101111010101000111110
46494034,30,110011100101101011101001011110
46494868,30,110011100101110010101100111110
46494869,30,110011100101101011101001111110
46494870,30,110011100101110010101000111110
46494871,30,110011100101101011101001111110
46494872,30,110001100101110010101001111110
46494873,30,110011100101110010101100111110
46495488,30,110011100101111010101000111110
46495489,30,110011100101110010101100111110
46495490,30,110011100101110010101000111110
46495491,30,110011100101111000101001011110
46495492,30,110011100101110010101000111110
46495493,30,110011100101101011101001011110
46495494,30,110011100101101011101001111110
46495495,30,110011100101110010101100111110
46495496,30,110011100101110010101000111110
46496170,30,110011100101101011101001111110
46496171,30,110011100101110010101000111110
46496172,30,110001100101111110101001011110
46496173,30,110010100101111010101001111010
46496174,30,110011100101110010101100111110
46496719,30,110011100101110010101000111110
46496720,30,110011100101110010101000111110
46496721,30,110011100101101011101001111110
46496722,30,110001100101111110101001011110
46497332,30,110011100101110010101000111110
46497333,30,110001100101111110101001011110
46497334,30,110011100101110010101100111110
46497335,30,110011100101101011101001111110
46497336,30,110010100101111000101001111110
46497337,30,110001100101110010101001111110
46497338,30,110011100101110010101000111110
46497339,30,110011100101110010101100111110
46497897,30,110011100101101011101001111110
46497898,30,110011100101110010101000111110
46497899,30,110011100101110010101100111110
46497900,30,110011100101110010101100111110
46497901,30,110011100101110010101000111110
46497902,30,110011100101110010101100111110
46498511,30,110011100101101011101001111110
46498512,30,110010100101111000101001111110
46498513,30,110111100101110010101100111110
46498514,30,110011100101110010101100111110
46498515,30,110011100101110010101000111110
46498516,30,110010100101111010101001111010
46498517,30,111001100101111110101001011110
46499148,30,110011100101101011101001011110
46499149,30,110011100101110010101000111110
46499150,30,110011100101110010101100111110
46499151,30,110011100101101011101001111110
46499152,30,110011100101110010101100111110
46499153,30,110011100101101011101001111110
46499658,30,110011100101101011101001111110
46499659,30,110011100101101011101001111110
46499660,30,110010100101111010101001111110
46499661,30,110011100101110010101000111110
46499662,30,110011100101101011101001111110
46499663,30,110011100101111010101000111110

