ID,genomeSize,genome
149791370,30,110100001101000011000000000000
149791371,30,110100011001000110010010000000
149791372,30,110100100000000011000010000001
149793015,30,110100011101010110010010000000
149793025,30,110101001101000011001010000011
149793027,30,110100100000000011000010000001
149794773,30,110101001101000011001010000011
149794783,30,110101001101000011001010000011
149794788,30,110101001101000011001010000011
149794789,30,110100100000000011000010000001
149796641,30,110101001101000011001010000011
149796642,30,110100001101000011000010010000
149796648,30,110100001100000010000010000011
149796654,30,110100011001000110010010000000
149798636,30,110101001101000011001010000011
149798651,30,110100011101000110010010001000
149798652,30,110101001101000111000010000011
149798653,30,110100100000000011000010000001
149800599,30,110101001101000011000010000011
149800602,30,110101001101000011001010000011
149800605,30,110101001101000011001010000011
149800607,30,110100001101000011000010010000
149802415,30,110100001101000011000010010000
149802416,30,110100100000000011000010000001
149804005,30,110101001101000011001010000011
149804007,30,110100011101000110010010000000
149804011,30,110100100000000011000010000001
149804012,30,110101001101000011001010000011
149804014,30,110100001100000010000010000011
149804020,30,110101001001000010000000000000
149804023,30,110100011101000110010010000000
149805659,30,110100100000000011000010000001
149805660,30,110101001101000011001010000011
149805662,30,110100001101000011000000000000
149805664,30,110100011101000110010010000000
149805667,30,110101001101000011001010000011
149805668,30,110101001101000011001010000011
149805669,30,110100011101000110010010000000
149805670,30,110100011001000110010010000000
149805671,30,110100100000000011000010000001
149805675,30,110100011001000110010010000000
149805678,30,110101001101000011001010000011
149805679,30,110100011111000110010010000000
149805680,30,110100001101000011000010010000
149805681,30,110100100000000011000010000001
149807348,30,110100001101000011000010010000
149807353,30,110100011101010110010010000000
149807354,30,110100100000000011000010000001
149807355,30,110100001101000011000010010000
149807356,30,110100001101000011000000000000
149807357,30,110100101101100011000000000000
149807360,30,110101001101000011001010000011
149807361,30,110101001101000011001010000011
149807362,30,110101001101000011001010000011
149807363,30,110100011101010110010010000000
149809089,30,110100011101010110010010000000
149809090,30,110101001101000011000010000011
149809091,30,110101001101000011001010000011
149809092,30,110100011101010110010010000000
149809095,30,110100100000000011000010000001
149809096,30,110101001101000011001010000011
149809098,30,110100100000000011000010000001
149809100,30,110100100000000011000010000001
149809101,30,110101001101000011001010000011
149809103,30,110100100000000011000010000001
149809104,30,110100011101010110010010000000
149809105,30,110101001101000011001010000011
149809106,30,110101001101000111000010000011
149810812,30,110101001111000011000000000010
149810813,30,110100100000000011000010000001
149810814,30,110100101101100011000000000000
149810815,30,100100101101100011000000000000
149810817,30,110100100000000011000010000001
149810820,30,110100001101000011000000100000
149810821,30,110101001101000111000010000011
149810823,30,110100100000000011000010000001
149810824,30,110101001101000011001010000011
149810826,30,110101001101000011001010000011
149810827,30,110101001101000011001010000011
149810828,30,110100011111000110010010000000
149812467,30,110100001101000011000000000000
149812468,30,110100011111000110010010000000
149812470,30,110100001101000011000010010001
149812471,30,110100100000000011000010000001
149812472,30,110100011101010110010010000000
149812473,30,110100011101000110010010000000
149812474,30,110100011001000110010010000000
149812476,30,110100001101000011000000000000
149812477,30,110100001101000011000000000000
149812478,30,110100011101010110010010000000
149812479,30,110100001100000010000010000011
149812480,30,110101001001000010000000000000
149812481,30,110100001100000010000010000011
149812482,30,110101001101000011000010000011
149812483,30,110100100000000011000010000001
149812485,30,110101001101000011001010000011
149812486,30,110100001100000010000010000011
149812488,30,110101001101000011001010000011
149812489,30,110101001101000011001010000011
149812491,30,110101001001000010000000000000
149812492,30,110100001101000011000010010001
149812493,30,110100001101000011000010010001
149814320,30,110100001101000011000000000000
149814322,30,110100001101000011000010010001
149814324,30,110100100000000011000010000001
149814325,30,110101001101000011001010000011
149814326,30,110101001101000011001010000011
149814327,30,110100011001000111010010000000
149814328,30,110101001001000010000000000000
149814329,30,110100001100000010000010000011
149814330,30,110100100000000011000010000001
149814332,30,110100001100000010000010000011
149814333,30,110101001101000011001010000011
149814334,30,110100100000000011000010000001
149814335,30,110101001101000011001010000011
149814336,30,110101001101000011001010000011
149814337,30,100100001101000011000000001000
149814340,30,110100001101000011000000000000
149816135,30,110100011101000110010010000000
149816136,30,110100100000000011000010000001
149816137,30,110101001101000011000010000011
149816139,30,100100001101000011000000001000
149816140,30,110100011101010110010010000000
149816141,30,110100001101000011000000000000
149816142,30,100100001101000011000000001000
149816143,30,110100011101000110010010000000
149816144,30,110101001111000011000000000010
149816145,30,110100100000000011000010000001
149816146,30,110100011111000110010010000000
149817723,30,110101001101000011001010000011
149817724,30,110100100000000011000010000001
149817725,30,110100001100000010000010000011
149817726,30,110100011101000110010010000000
149817727,30,110100100000000011000010000001
149817728,30,110100011101010110010010000000
149817729,30,110100100000000011000010000001
149817730,30,110100001101000011000010010000
149817731,30,110100011101000110010010001000
149817732,30,110101001101000011001010000011
149817733,30,110100011001000110010000000000
149817735,30,110100100000000011000010000001
149817737,30,110100001100000010000010000011
149817738,30,110100011001000110010010000000
149819418,30,110100100000000011000010000001
