ID,genomeSize,genome
66502088,30,010000001000001101000001010001
66502091,30,010000011000001100000001010001
66503767,30,010100011000001101000101010001
66505288,30,010000011000001100000101010001
66505290,30,010000011000001100000001010001
66506791,30,010000001000001101000001010001
66506797,30,010100011000001101000101010001
66506798,30,010000001000001101000001010001
66508385,30,011001011000101100000101010001
66508386,30,010000011000001100000101010001
66508390,30,011001011000101100000101010001
66508399,30,010000001000001101000001010001
66508406,30,011000011000000100000101110001
66508408,30,010000011000001001000101010001
66510102,30,010100011000001101000101010001
66511807,30,010000001000001101000001010001
66511809,30,010000011000001100000001010001
66511812,30,010000001000001101000001010001
66511814,30,011000011000000100000101110001
66511815,30,010100011000001101000101010001
66511817,30,010100011000001101000101010001
66511821,30,010000011000001101000001110001
66511822,30,010000011010001100000101010001
66511823,30,010000011000001100000101110001
66513624,30,010000001000001101000001010001
66513627,30,000000011000001100000001010001
66513631,30,010000001000001101000001010001
66513632,30,011000011000001100100101010001
66513637,30,011001011000101100000101010001
66513638,30,010000001000001111000001010001
66515330,30,011000011000000100000101110001
66515334,30,010000011000001000000001010001
66515337,30,010000011000001100000101010001
66515342,30,011000011000001100100101010001
66515343,30,010000011000001100000001010001
66515346,30,011000011000000100000101110001
66515347,30,010000001000001101000001010001
66517181,30,010000011000001100000101010001
66517183,30,010000011000001001000101011001
66517184,30,010000011000001101000001110001
66517185,30,011001011000101100000101010001
66517186,30,010001001000001101000001000001
66517187,30,010000001000001101000001010001
66517188,30,011000011000000100000101110001
66517189,30,011001011100001100000101010001
66518625,30,010000011010001100000101010001
66518628,30,011001011000001100000101010001
66518631,30,010000011000001100000001010001
66518633,30,010000011000001100000001010001
66518636,30,011000011000000100000101110001
66518637,30,010000011000001100001101110011
66518638,30,010000001000001101000001010001
66518639,30,010000011010001100000101010001
66518643,30,010000011000001100000101010001
66520193,30,010000011000001001000101010001
66520197,30,010000011010001100000101010001
66520198,30,011000011000000100000101110001
66520199,30,010000001000001101000001010001
66520202,30,010000011000001100000001010001
66520203,30,010000011000001100000101010001
66520204,30,010100011000001101000101010001
66521632,30,011000011000001100100101010001
66521633,30,010000011000001001000101010001
66521635,30,010000011000001100000001010001
66521636,30,010000011000001100000101010001
66521637,30,010000011000001101000001110111
66521639,30,010000011000001101000001110001
66521640,30,010000011000001101000001110001
66521641,30,010000011000001100000101010001
66521644,30,010000011000001100000101110001
66521645,30,010000011000001000000001010001
66521646,30,011000011000000100000101110001
66521647,30,010000011000001001000101011001
66521649,30,011001011000101100000101010001
66523224,30,010001001000001101000001000001
66523225,30,010000001000001101000001010001
66523227,30,011001011000101100000101010001
66523228,30,010000011000001100000001010001
66523229,30,010000011000001100000101010001
66523230,30,010000011000001101000001110011
66523231,30,010000001000001101000001010001
66523232,30,010000011000001100000101010001
66523233,30,010000011000001100000101010001
66523234,30,010000011000001100000101010001
66523235,30,010000011000001100000001010001
66523236,30,010000011000001100000001010001
66523237,30,010000011000001100000001010001
66523238,30,010000011010001100000101010001
66523239,30,011000011000001100100101010001
66523240,30,010000011000001100000001010001
66523242,30,010000001000001101000001010101
66523244,30,010000011000001000000001010001
66523245,30,011000011000001100100101010001
66523247,30,010000001000001101000001010001
66523248,30,010000011000001100000101010001
66523251,30,011001011100001100000101010001
66523252,30,010000001000001101000001010001
66523253,30,011000011000000100000101110001
66524992,30,010000001000001101000001010001
66524993,30,010100011000001101000101010001
66524994,30,010000011000001001000101010001
66524995,30,011000011000001100100101010001
66524996,30,010000011010001100000101010001
66524998,30,010000001000001101000001010001
66524999,30,010000011001001101000001110001
66525001,30,011000011000001100100101010001
66525003,30,011001010000011100000101010001
66525004,30,011001011000101100000101010001
66525005,30,010000011000001100000101010001
66525006,30,011001011100001100000101010001
66525008,30,010000011000001100000101010001
66525009,30,010000011000001100000101010001
66525011,30,011001011000101100000101010001
66526641,30,010000011000001100000101010001
66526642,30,010000011000001100000101010001
66526643,30,010000001000001101000001010101
66526644,30,010000011000001100000101010001
66526646,30,010000011000001001000101010001
66526647,30,011001011000001100000101010001
66526648,30,010000011000001100001101110011
66526649,30,010100011010001101000101010001
66526650,30,010000011000001101000001111001
66526651,30,010000011000001100000101110001
66526652,30,010000011000001100000001010001
66526653,30,010100011000001101000101010001
66526654,30,010000011000001100000101110001
66526656,30,010000011000001100000001010001
66528302,30,010000011000001000000001010001
66528303,30,010000001000001101000001010001
66528304,30,010000001000001101000001010001
66528305,30,010000001000001101000001010101
66528306,30,011000011000001100100101010001
66528307,30,011001011000101100000101010001
66528308,30,010000011000001100000001010001
66528309,30,011000011000001100100101010001
66528310,30,010000011000001100000001010001
66528311,30,010000011000001100000101010001
66528312,30,010000001000001101000001010001
66528313,30,010000011000001101000001110001
66528314,30,010100011000001101000101010001
66528315,30,011000011000001100100101010001
66528316,30,010000011000001100000101110001
66528317,30,011000011000001100100101010001
66529943,30,010000011000001001000101010001
66529944,30,011000011000001100100101010001
66529945,30,010000011000001100000101010001
66529946,30,010000011000001101000001110001
66529947,30,010000011000001100000001010001
66529948,30,010000011000001100000100010001
66529949,30,010000011000001100000101010001
66529950,30,010000001000001101000001010001
66529951,30,011001010000011100000101010001
