update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,162,1.620000,0.000000,30.000000,-1,40.000000,40.000000,-1,0,0,62,0,0,0,0,0,0,16.374667,0.158667,0.158667,0.590000,1.000000,-1,-1,-1,-1,-1,0.097942
10,184,0,5194,28.228261,0.000000,30.000000,-1,40.010204,40.010204,-1,8,0,935,0,0,0,328,0,93,9.152877,2.823572,2.823572,0.788043,0.889185,-1,-1,-1,-1,-1,0.100026
20,190,0,7854,41.336842,0.000000,30.000000,-1,40.011841,40.011841,-1,7,0,698,5,0,284,534,0,82,7.600856,4.935986,4.935986,0.900000,0.933110,-1,-1,-1,-1,-1,0.119409
30,134,0,6149,45.888060,0.000000,30.000000,-1,40.008457,40.008457,-1,4,0,535,16,0,189,197,0,53,8.214602,6.312761,6.312761,0.992537,0.929156,-1,-1,-1,-1,-1,0.137569
40,128,0,5769,45.070312,0.000000,30.000000,-1,40.011094,40.011094,-1,8,0,611,3,0,250,383,0,89,7.883203,5.997005,5.997005,1.000000,0.925026,-1,-1,-1,-1,-1,0.133059
50,112,0,4983,44.491071,0.000000,30.000000,-1,40.005820,40.005820,-1,9,0,327,7,0,192,150,0,105,8.044714,6.538619,6.538619,1.000000,0.904349,-1,-1,-1,-1,-1,0.146965
60,108,0,4978,46.092593,0.000000,30.000000,-1,40.007433,40.007433,-1,5,0,514,5,0,202,141,0,57,7.715370,5.864877,5.864877,1.000000,0.938428,-1,-1,-1,-1,-1,0.127241
70,96,0,4484,46.708333,0.000000,30.000000,-1,39.997324,39.997324,-1,4,0,412,4,0,176,228,0,59,7.960365,6.379913,6.379913,1.000000,0.944771,-1,-1,-1,-1,-1,0.136590
80,80,0,3673,45.912500,0.000000,30.000000,-1,39.979581,39.979581,-1,4,0,279,5,0,141,157,0,48,8.443167,6.723500,6.723500,1.000000,0.930915,-1,-1,-1,-1,-1,0.146442
90,88,0,3969,45.102273,0.000000,30.000000,-1,39.976064,39.976064,-1,5,0,317,3,0,148,126,0,52,8.233409,6.425682,6.425682,1.000000,0.919734,-1,-1,-1,-1,-1,0.142469
100,71,0,3262,45.943662,0.000000,30.000000,-1,39.985285,39.985285,-1,3,0,314,2,0,113,177,0,37,8.763521,6.682488,6.682488,1.000000,0.932769,-1,-1,-1,-1,-1,0.145450
110,69,0,3089,44.768116,0.000000,30.000000,-1,39.988022,39.988022,-1,4,0,255,4,0,133,82,0,56,8.585121,6.632271,6.632271,1.000000,0.915666,-1,-1,-1,-1,-1,0.148147
120,68,0,3246,47.735294,0.000000,30.000000,-1,39.987369,39.987369,-1,1,0,267,3,0,105,103,0,15,9.031863,7.046569,7.046569,1.000000,0.961590,-1,-1,-1,-1,-1,0.147618
130,62,0,2872,46.322581,0.000000,30.000000,-1,39.944638,39.944638,-1,3,0,267,5,0,105,107,0,39,9.309677,7.088172,7.088172,1.000000,0.920265,-1,-1,-1,-1,-1,0.153018
140,62,0,2759,44.500000,0.000000,30.000000,-1,39.963393,39.963393,-1,3,0,289,1,0,101,174,0,29,8.992527,6.437581,6.437581,1.000000,0.913870,-1,-1,-1,-1,-1,0.144665
150,69,0,3067,44.449275,0.000000,30.000000,-1,39.975220,39.975220,-1,6,0,280,4,0,130,134,0,83,8.406377,6.666087,6.666087,1.000000,0.882233,-1,-1,-1,-1,-1,0.149971
160,68,0,3274,48.147059,0.000000,30.000000,-1,39.953879,39.953879,-1,1,0,163,3,0,119,56,0,13,9.161520,7.701225,7.701225,1.000000,0.955509,-1,-1,-1,-1,-1,0.159952
170,76,0,3557,46.802632,0.000000,30.000000,-1,39.936463,39.936463,-1,1,0,357,1,0,126,138,0,9,8.142675,5.892412,5.892412,1.000000,0.952036,-1,-1,-1,-1,-1,0.125899
180,69,0,3017,43.724638,0.000000,30.000000,-1,39.946636,39.946636,-1,4,0,352,4,0,114,66,0,51,8.731401,6.099517,6.099517,1.000000,0.908093,-1,-1,-1,-1,-1,0.139498
190,61,0,2728,44.721311,0.000000,30.000000,-1,39.956745,39.956745,-1,4,0,295,6,0,108,99,0,43,8.402896,6.187268,6.187268,1.000000,0.892315,-1,-1,-1,-1,-1,0.138352
200,67,0,3234,48.268657,0.000000,30.000000,-1,39.968769,39.968769,-1,1,0,165,0,0,110,75,0,14,9.454627,7.709552,7.709552,1.000000,0.950613,-1,-1,-1,-1,-1,0.159722
210,78,0,3574,45.820513,0.000000,30.000000,-1,39.946279,39.946279,-1,3,0,460,3,0,140,116,0,45,9.246880,6.223205,6.223205,1.000000,0.927709,-1,-1,-1,-1,-1,0.135817
220,81,0,3472,42.864198,0.000000,30.000000,-1,39.947293,39.947293,-1,7,0,362,5,0,124,213,0,88,7.547778,5.497490,5.497490,1.000000,0.876373,-1,-1,-1,-1,-1,0.128254
230,68,0,3119,45.867647,0.000000,30.000000,-1,39.910548,39.910548,-1,3,0,308,3,0,110,89,0,42,9.075882,6.659412,6.659412,1.000000,0.916314,-1,-1,-1,-1,-1,0.145188
240,69,0,3192,46.260870,0.000000,30.000000,-1,39.944549,39.944549,-1,4,0,267,4,0,105,93,0,44,8.559324,6.706377,6.706377,1.000000,0.904175,-1,-1,-1,-1,-1,0.144969
250,68,0,3197,47.014706,0.000000,30.000000,-1,39.914920,39.914920,-1,3,0,231,1,0,140,37,0,40,8.371275,6.824804,6.824804,1.000000,0.921878,-1,-1,-1,-1,-1,0.145163
260,63,0,2821,44.777778,0.000000,30.000000,-1,39.889755,39.889755,-1,3,0,421,6,0,111,83,0,36,8.553810,5.626085,5.626085,1.000000,0.903308,-1,-1,-1,-1,-1,0.125645
270,58,0,2753,47.465517,0.000000,30.000000,-1,39.903378,39.903378,-1,1,0,192,1,0,98,69,0,16,9.006695,7.401351,7.401351,1.000000,0.943444,-1,-1,-1,-1,-1,0.155931
280,72,0,3283,45.597222,0.000000,30.000000,-1,39.878465,39.878465,-1,2,0,309,2,0,125,95,0,22,8.586713,6.042917,6.042917,1.000000,0.922846,-1,-1,-1,-1,-1,0.132528
290,78,0,3560,45.641026,0.000000,30.000000,-1,39.880618,39.880618,-1,6,0,270,1,0,123,212,0,79,8.726410,6.786410,6.786410,1.000000,0.880656,-1,-1,-1,-1,-1,0.148691
300,82,0,3698,45.097561,0.000000,30.000000,-1,39.816387,39.816387,-1,5,0,269,3,0,135,131,0,57,8.762358,6.522195,6.522195,1.000000,0.883976,-1,-1,-1,-1,-1,0.144624
310,83,0,3690,44.457831,0.000000,30.000000,-1,39.793225,39.793225,-1,5,0,341,11,0,143,161,0,65,8.076988,5.738273,5.738273,1.000000,0.877427,-1,-1,-1,-1,-1,0.129072
320,80,0,3687,46.087500,0.000000,30.000000,-1,39.740168,39.740168,-1,2,0,360,3,0,184,103,0,20,8.713917,6.077750,6.077750,1.000000,0.911654,-1,-1,-1,-1,-1,0.131874
330,77,0,3765,48.896104,0.000000,30.000000,-1,39.701195,39.701195,-1,1,0,226,4,0,137,166,0,9,9.383983,7.369264,7.369264,1.000000,0.927502,-1,-1,-1,-1,-1,0.150713
340,91,0,4012,44.087912,0.000000,30.000000,-1,39.776171,39.776171,-1,3,0,455,4,0,167,208,0,28,8.571110,5.670648,5.670648,1.000000,0.902325,-1,-1,-1,-1,-1,0.128621
